year,gender,medal,athlete,country,type,medal_count,athlete_count
1980,Men,Gold,BRENNE Manfred,West Germany,Archery,156,249
1980,Men,Gold,BUTENHOFF Hilmar,West Germany,Archery,156,249
1980,Men,Gold,POHL K.,West Germany,Archery,156,249
1980,Men,Silver,APPELKVIST Sune,Sweden,Archery,130,249
1980,Men,Silver,BABKIN Nicolai,Sweden,Archery,130,249
1980,Men,Silver,CARSSON Jan O.,Sweden,Archery,130,249
1980,Men,Bronze,,-,Archery,39,249
1980,Men,Gold,BARDOEL Filip,Belgium,Archery,39,249
1980,Men,Gold,GRUN Guy,Belgium,Archery,39,249
1980,Men,Gold,MEYSEN Jozef,Belgium,Archery,39,249
1980,Men,Silver,BUCHANAN J.CORRIE Alan,United Kingdom,Archery,321,249
1980,Men,Silver,SMITH I.,United Kingdom,Archery,321,249
1980,Men,Bronze,GEISS H.PFEFFER U.SCHMIDBERGER R.,West Germany,Archery,156,249
1984,Men,Gold,,Belgium,Archery,39,235
1984,Men,Silver,,Netherlands,Archery,209,235
1984,Men,Bronze,,United Kingdom,Archery,321,235
1984,Men,Gold,AHLINDER S.BABKIN Nicolai,Sweden,Archery,130,235
1984,Men,Gold,TJERNELL Arne,Sweden,Archery,130,235
1984,Men,Silver,DUCRET Rene,France,Archery,458,235
1984,Men,Silver,HAMART George,France,Archery,458,235
1984,Men,Silver,LELON Daniel,France,Archery,458,235
1984,Men,Bronze,BOECKERS Manfred,West Germany,Archery,156,235
1984,Men,Bronze,BRENNE Manfred,West Germany,Archery,156,235
1984,Men,Bronze,BUTENHOFF Kilmar,West Germany,Archery,156,235
1984,Men,Gold,,France,Archery,458,235
1984,Men,Silver,,Australia,Archery,364,235
1984,Men,Bronze,,United Kingdom,Archery,321,235
1984,Men,Gold,,France,Archery,458,235
1984,Men,Silver,,-,Archery,39,235
1984,Men,Bronze,,-,Archery,39,235
1988,Men,Gold,AN Tae Sung,South Korea,Archery,231,373
1988,Men,Gold,CHO Hyun Kwan,South Korea,Archery,231,373
1988,Men,Gold,KIM Sung Hee,South Korea,Archery,231,373
1988,Men,Gold,LEE Hak Young,South Korea,Archery,231,373
1988,Men,Silver,KALLUNKI Keijo,Finland,Archery,41,373
1988,Men,Silver,TIRRONEN Raimo,Finland,Archery,41,373
1988,Men,Silver,VIINIKKA Veijo,Finland,Archery,41,373
1988,Men,Bronze,COURTILLON Lucien,France,Archery,458,373
1988,Men,Bronze,FAVRE Jean-Michel,France,Archery,458,373
1988,Men,Bronze,LELOU Daniel,France,Archery,458,373
1988,Men,Gold,JANG Ki Ki,South Korea,Archery,231,373
1988,Men,Gold,KIM Hee Sook,South Korea,Archery,231,373
1988,Men,Gold,KIM Ho Sung,South Korea,Archery,231,373
1988,Men,Gold,YOON Choon Heung,South Korea,Archery,231,373
1988,Men,Silver,AMADI Fabio,Italy,Archery,128,373
1988,Men,Silver,GABELLI Giuseppe,Italy,Archery,128,373
1988,Men,Silver,KOTEN Giuliano,Italy,Archery,128,373
1988,Men,Silver,PIZZORNI Orazio,Italy,Archery,128,373
1988,Men,Bronze,INOUE Yoshihiro,Japan,Archery,89,373
1988,Men,Bronze,OKANISHI Michio,Japan,Archery,89,373
1988,Men,Bronze,UCHIYAMA Junji,Japan,Archery,89,373
1988,Men,Bronze,YOSHIDA Shigetoshi,Japan,Archery,89,373
1988,Women,Gold,ANIC Wilma,United Kingdom,Archery,321,133
1988,Women,Gold,COOPER Joan,United Kingdom,Archery,321,133
1988,Women,Gold,WATTS Karen,United Kingdom,Archery,321,133
1988,Women,Silver,DROSDZIOK Ursula,West Germany,Archery,156,133
1988,Women,Silver,ENZMANN Inge,West Germany,Archery,156,133
1988,Women,Silver,KIEBLICH Karin,West Germany,Archery,156,133
1988,Women,Bronze,COLLIN Sirkka Liisa,Finland,Archery,41,133
1988,Women,Bronze,JOKIVIRTA Hilkka,Finland,Archery,41,133
1988,Women,Bronze,KORVA Elli,Finland,Archery,41,133
1992,Men,Gold,BAHLS Karl,Germany,Archery,348,435
1992,Men,Gold,NORTMANN Hermann,Germany,Archery,348,435
1992,Men,Gold,WOLF Udo,Germany,Archery,348,435
1992,Men,Silver,GABELLI Giuseppe,Italy,Archery,128,435
1992,Men,Silver,MALOVINI Luciano,Italy,Archery,128,435
1992,Men,Silver,PIZZORNI Orazio,Italy,Archery,128,435
1992,Men,Bronze,CHOI Jang Sub,South Korea,Archery,231,435
1992,Men,Bronze,JANG Ki Ki,South Korea,Archery,231,435
1992,Men,Bronze,LEE Ouk Soo,South Korea,Archery,231,435
1992,Men,Gold,CHO Hyun Kwan,South Korea,Archery,231,435
1992,Men,Gold,KIM Sung Hee,South Korea,Archery,231,435
1992,Men,Gold,LEE Hak Young,South Korea,Archery,231,435
1992,Men,Silver,FERNANDEZ Jose,Spain,Archery,158,435
1992,Men,Silver,HERMOSIN Jose Luis,Spain,Archery,158,435
1992,Men,Silver,REBOLLO Antonio,Spain,Archery,158,435
1992,Men,Bronze,FAVRE Jean-Michel,France,Archery,458,435
1992,Men,Bronze,GARCIA Jean Francois,France,Archery,458,435
1992,Men,Bronze,LE BRAS Rene,France,Archery,458,435
1996,Men,Gold,NORTMANN Hermann,Germany,Archery,348,366
1996,Men,Gold,OEHME Mario,Germany,Archery,348,366
1996,Men,Gold,WOLF Udo,Germany,Archery,348,366
1996,Men,Silver,GABELLI Giuseppe,Italy,Archery,128,366
1996,Men,Silver,MAI Marco,Italy,Archery,128,366
1996,Men,Silver,MALOVINI Luciano,Italy,Archery,128,366
1996,Men,Bronze,LEE Ouk Soo,South Korea,Archery,231,366
1996,Men,Bronze,OH Doo,South Korea,Archery,231,366
1996,Men,Bronze,YOU In,South Korea,Archery,231,366
1996,Men,Gold,AN Tae Sung,South Korea,Archery,231,366
1996,Men,Gold,CHO Hyeon,South Korea,Archery,231,366
1996,Men,Gold,LEE Hak Young,South Korea,Archery,231,366
1996,Men,Silver,JONSKI Stanislaw,Poland,Archery,147,366
1996,Men,Silver,LEZANSKI Tomasz,Poland,Archery,147,366
1996,Men,Silver,OLEJNIK Ryszard,Poland,Archery,147,366
1996,Men,Bronze,ISHIDA Mitoya,Japan,Archery,89,366
1996,Men,Bronze,NISHII Kenichi,Japan,Archery,89,366
1996,Men,Bronze,SATO Masao,Japan,Archery,89,366
1996,Women,Gold,FANTATO Paola,Italy,Archery,128,171
1996,Women,Gold,LAZZARONI Roberta,Italy,Archery,128,171
1996,Women,Gold,TRUCCOLO Sandra,Italy,Archery,128,171
1996,Women,Silver,MATSUEDA Shigeko,Japan,Archery,89,171
1996,Women,Silver,SUZUKI Hifumi,Japan,Archery,89,171
1996,Women,Silver,YONEZAWA Masako,Japan,Archery,89,171
1996,Women,Bronze,CHAPMAN Anita,United Kingdom,Archery,321,171
1996,Women,Bronze,GALE Rebecca,United Kingdom,Archery,321,171
1996,Women,Bronze,SMITH Kathleen,United Kingdom,Archery,321,171
2000,Men,Gold,DE PELLEGRIN Oscar,Italy,Archery,128,481
2000,Men,Gold,CARRUBBA Salvatore,Italy,Archery,128,481
2000,Men,Gold,GABELLI Giuseppe,Italy,Archery,128,481
2000,Men,Silver,EST Charles,France,Archery,458,481
2000,Men,Silver,HATEM Olivier,France,Archery,458,481
2000,Men,Silver,MILADINOVIC Dejan,France,Archery,458,481
2000,Men,Bronze,CHO Hyun Kwan,South Korea,Archery,231,481
2000,Men,Bronze,LEE Hong Gu,South Korea,Archery,231,481
2000,Men,Bronze,LEE Ouk Soo,South Korea,Archery,231,481
2000,Women,Gold,FANTATO Paola,Italy,Archery,128,161
2000,Women,Gold,MENCONI Anna,Italy,Archery,128,161
2000,Women,Gold,TRUCCOLO Sandra,Italy,Archery,128,161
2000,Women,Silver,CHAPMAN Anita,United Kingdom,Archery,321,161
2000,Women,Silver,SMITH Kathleen,United Kingdom,Archery,321,161
2000,Women,Silver,WHITE Jane,United Kingdom,Archery,321,161
2000,Women,Bronze,ISOZAKI Naomi,Japan,Archery,89,161
2000,Women,Bronze,SUZUKI Hifumi,Japan,Archery,89,161
2000,Women,Bronze,YONEZAWA Masako,Japan,Archery,89,161
2004,Men,Gold,JUNG Young Joo,South Korea,Archery,231,408
2004,Men,Gold,LEE Hak Young,South Korea,Archery,231,408
2004,Men,Gold,LEE Hong Gu,South Korea,Archery,231,408
2004,Men,Silver,MINAMI Koichi,Japan,Archery,89,408
2004,Men,Silver,ONODERA Kimimasa,Japan,Archery,89,408
2004,Men,Silver,SAKODO Shinji,Japan,Archery,89,408
2004,Men,Bronze,CROSS Aaron,United States,Archery,515,408
2004,Men,Bronze,FABRY Jeffrey,United States,Archery,515,408
2004,Men,Bronze,STONE Kevin,United States,Archery,515,408
2004,Women,Gold,CHAPMAN Anita,United Kingdom,Archery,321,203
2004,Women,Gold,PARKER Margaret,United Kingdom,Archery,321,203
2004,Women,Gold,SMITH Kathleen,United Kingdom,Archery,321,203
2004,Women,Silver,FANTATO Paola,Italy,Archery,128,203
2004,Women,Silver,MENCONI Anna,Italy,Archery,128,203
2004,Women,Silver,TRUCCOLO Sandra,Italy,Archery,128,203
2004,Women,Bronze,KO Hee Sook,South Korea,Archery,231,203
2004,Women,Bronze,LEE Hwa Sook,South Korea,Archery,231,203
2004,Women,Bronze,LEE Kyung Hee,South Korea,Archery,231,203
2008,Men,Gold,CHO Hyun Kwan,South Korea,Archery,231,295
2008,Men,Gold,KIM Hong Kyu,South Korea,Archery,231,295
2008,Men,Gold,LEE Hong Gu,South Korea,Archery,231,295
2008,Men,Silver,CHEN Yegang,China,Archery,408,295
2008,Men,Silver,CHENG Changjie,China,Archery,408,295
2008,Men,Silver,DONG Zhi,China,Archery,408,295
2008,Men,Bronze,DE PELLEGRIN Oscar,Italy,Archery,128,295
2008,Men,Bronze,ESPOSITO Mario,Italy,Archery,128,295
2008,Men,Bronze,VITALE Marco,Italy,Archery,128,295
2008,Women,Gold,FU Hongzhi,China,Archery,408,148
2008,Women,Gold,GAO Fangxia,China,Archery,408,148
2008,Women,Gold,XIAO Yanhong,China,Archery,408,148
2008,Women,Silver,KIM Ki Hee,South Korea,Archery,231,148
2008,Women,Silver,KIM Ran Sook,South Korea,Archery,231,148
2008,Women,Silver,LEE Hwa Sook,South Korea,Archery,231,148
2008,Women,Bronze,CERNA Miroslava,Czech Republic,Archery,39,148
2008,Women,Bronze,KUNCOVA Lenka,Czech Republic,Archery,39,148
2008,Women,Bronze,SIDKOVA Marketa,Czech Republic,Archery,39,148
2012,Men,Gold,OYUN Mikhail,Russia,Archery,43,293
2012,Men,Gold,SHESTAKOV Oleg,Russia,Archery,43,293
2012,Men,Gold,TUCHINOV Timur,Russia,Archery,43,293
2012,Men,Silver,JUNG Young Joo,South Korea,Archery,231,293
2012,Men,Silver,KIM Suk Ho,South Korea,Archery,231,293
2012,Men,Silver,LEE Myeong Gu,South Korea,Archery,231,293
2012,Men,Bronze,CHENG Changjie,China,Archery,408,293
2012,Men,Bronze,DONG Zhi,China,Archery,408,293
2012,Men,Bronze,LI Zongshan,China,Archery,408,293
2012,Women,Gold,KIM Ran Sook,South Korea,Archery,231,139
2012,Women,Gold,KO Hee Sook,South Korea,Archery,231,139
2012,Women,Gold,LEE Hwa Sook,South Korea,Archery,231,139
2012,Women,Silver,GAO Fangxia,China,Archery,408,139
2012,Women,Silver,XIAO Yanhong,China,Archery,408,139
2012,Women,Silver,YAN Huilian,China,Archery,408,139
2012,Women,Bronze,JAVANMARD Zahra,Iran,Archery,97,139
2012,Women,Bronze,NEMATI Zahra,Iran,Archery,97,139
2012,Women,Bronze,SHIR MOHAMMADI Razieh,Iran,Archery,97,139
2016,Mixed,Gold,WALKER John,United Kingdom,Archery,321,75
2016,Mixed,Gold,FRITH Jo,United Kingdom,Archery,321,75
2016,Mixed,Silver,KOO Dong Sub,South Korea,Archery,231,75
2016,Mixed,Silver,KIM Ok Geum,South Korea,Archery,231,75
2016,Mixed,Bronze,DRAHONINSKY David,Czech Republic,Archery,39,75
2016,Mixed,Bronze,MUSILOVA Sarka,Czech Republic,Archery,39,75
2016,Mixed,Gold,AI Xinliang,China,Archery,408,75
2016,Mixed,Gold,ZHOU Jiamin,China,Archery,408,75
2016,Mixed,Silver,STUBBS John,United Kingdom,Archery,321,75
2016,Mixed,Silver,GRINHAM Jodie,United Kingdom,Archery,321,75
2016,Mixed,Bronze,LEE Ouk Soo,South Korea,Archery,231,75
2016,Mixed,Bronze,KIM Mi Soon,South Korea,Archery,231,75
2016,Mixed,Gold,ZHAO Lixue,China,Archery,408,75
2016,Mixed,Gold,WU Chunyan,China,Archery,408,75
2016,Mixed,Silver,NEMATI Zahra,Iran,Archery,97,75
2016,Mixed,Silver,RANJBARKIVAJ Ebrahim,Iran,Archery,97,75
2016,Mixed,Bronze,MIJNO Elisabetta,Italy,Archery,128,75
2016,Mixed,Bronze,AIROLDI Roberto,Italy,Archery,128,75
1980,Men,Gold,DE LAS FUENTES Francisco,Mexico,Athletics,20,249
1980,Men,Gold,GRANADOS Arturo,Mexico,Athletics,20,249
1980,Men,Gold,MONSALVO Eduardo,Mexico,Athletics,20,249
1980,Men,Gold,SANDOVAL Pedro,Mexico,Athletics,20,249
1980,Men,Silver,LEWELLYN J.,United States,Athletics,515,249
1980,Men,Silver,SLUPE G.,United States,Athletics,515,249
1980,Men,Silver,THORN J.,United States,Athletics,515,249
1980,Men,Silver,WALLEN D.,United States,Athletics,515,249
1980,Men,Bronze,NIEHOF E.,Netherlands,Athletics,209,249
1980,Men,Bronze,SLIJKERMAN C. J. M.,Netherlands,Athletics,209,249
1980,Men,Bronze,SMIT J. C.,Netherlands,Athletics,209,249
1980,Men,Bronze,VAN DER BELT J.,Netherlands,Athletics,209,249
1980,Men,Gold,,United States,Athletics,515,249
1980,Men,Silver,,Belgium,Athletics,39,249
1980,Men,Bronze,,Denmark,Athletics,25,249
1980,Men,Gold,,West Germany,Athletics,156,249
1980,Men,Gold,,West Germany,Athletics,156,249
1980,Men,Gold,BRINKMAN C.,United States,Athletics,515,249
1980,Men,Gold,BRYANT Richard,United States,Athletics,515,249
1980,Men,Gold,FINCH J.,United States,Athletics,515,249
1980,Men,Gold,MARTINSON Jim,United States,Athletics,515,249
1980,Men,Gold,,West Germany,Athletics,156,249
1980,Men,Gold,DE MEYER M.,Belgium,Athletics,39,249
1980,Men,Gold,DE VOS Marc,Belgium,Athletics,39,249
1980,Men,Gold,VAN OPHEM Remi,Belgium,Athletics,39,249
1980,Men,Gold,VAN WINKEL Paul,Belgium,Athletics,39,249
1980,Men,Silver,CORONA Rene,Mexico,Athletics,20,249
1980,Men,Silver,MARTINEZ Uriel,Mexico,Athletics,20,249
1980,Men,Silver,ROJAS Ruben,Mexico,Athletics,20,249
1980,Men,Silver,VALDEZ Eusebio,Mexico,Athletics,20,249
1980,Men,Bronze,FITZGERALD M.,Canada,Athletics,233,249
1980,Men,Bronze,HANSEN R.,Canada,Athletics,233,249
1980,Men,Bronze,MINOR R.,Canada,Athletics,233,249
1980,Men,Bronze,VIGER Andre,Canada,Athletics,233,249
1980,Men,Gold,,United States,Athletics,515,249
1980,Men,Gold,,West Germany,Athletics,156,249
1980,Women,Gold,,United States,Athletics,515,115
1980,Women,Gold,,United States,Athletics,515,115
1980,Women,Gold,GARCIA ESTRADA Dora Elia,Mexico,Athletics,20,115
1980,Women,Gold,CAMARA Rosa,Mexico,Athletics,20,115
1980,Women,Gold,SOTO Juana,Mexico,Athletics,20,115
1980,Women,Gold,VALDEZ Angeles,Mexico,Athletics,20,115
1980,Women,Silver,CABLE Candace,United States,Athletics,515,115
1980,Women,Silver,CARLTON Kathryne Lynne,United States,Athletics,515,115
1980,Women,Silver,CASPER Karen,United States,Athletics,515,115
1980,Women,Silver,RAHN Sharon,United States,Athletics,515,115
1980,Women,Bronze,HAGENLOCHER Waltraud,West Germany,Athletics,156,115
1980,Women,Bronze,MARKLEIN Errol,West Germany,Athletics,156,115
1980,Women,Bronze,ROELLI S.,West Germany,Athletics,156,115
1980,Women,Bronze,ZEYHER C.,West Germany,Athletics,156,115
1984,Men,Gold,,United States,Athletics,515,235
1984,Men,Silver,KAISER Werner,Switzerland,Athletics,63,235
1984,Men,Silver,KUESCHALL Rainer,Switzerland,Athletics,63,235
1984,Men,Silver,SCHMID Peter,Switzerland,Athletics,63,235
1984,Men,Silver,WALTER Eric,Switzerland,Athletics,63,235
1984,Men,Bronze,,Australia,Athletics,364,235
1984,Men,Gold,,Australia,Athletics,364,235
1984,Men,Silver,,Poland,Athletics,147,235
1984,Men,Bronze,,United States,Athletics,515,235
1984,Men,Gold,,Canada,Athletics,233,235
1984,Men,Silver,,United Kingdom,Athletics,321,235
1984,Men,Gold,,United Kingdom,Athletics,321,235
1984,Men,Silver,,Portugal,Athletics,8,235
1984,Men,Bronze,,Ireland,Athletics,22,235
1984,Men,Gold,,Belgium,Athletics,39,235
1984,Men,Silver,,United States,Athletics,515,235
1984,Men,Bronze,,Sweden,Athletics,130,235
1984,Men,Gold,,Canada,Athletics,233,235
1984,Men,Silver,,Australia,Athletics,364,235
1984,Men,Gold,,Belgium,Athletics,39,235
1984,Men,Silver,,Canada,Athletics,233,235
1984,Men,Bronze,,West Germany,Athletics,156,235
1984,Men,Gold,,Poland,Athletics,147,235
1984,Men,Silver,,Australia,Athletics,364,235
1984,Men,Bronze,,Austria,Athletics,62,235
1984,Men,Gold,,Belgium,Athletics,39,235
1984,Men,Silver,,Canada,Athletics,233,235
1984,Men,Bronze,,Australia,Athletics,364,235
1984,Women,Gold,,Canada,Athletics,233,79
1984,Women,Silver,,United States,Athletics,515,79
1984,Women,Bronze,,Hong Kong,Athletics,105,79
1984,Women,Gold,,United States,Athletics,515,79
1984,Women,Silver,,Hong Kong,Athletics,105,79
1984,Women,Gold,,Hong Kong,Athletics,105,79
1984,Women,Silver,,United States,Athletics,515,79
1984,Women,Bronze,BALSAMO Milena,Italy,Athletics,128,79
1984,Women,Bronze,BULLERI Sabrina,Italy,Athletics,128,79
1984,Women,Bronze,VARANO Tina,Italy,Athletics,128,79
1988,Men,Gold,DODSON Bart,United States,Athletics,515,373
1988,Men,Gold,FURBISH William,United States,Athletics,515,373
1988,Men,Gold,RAY Darrell,United States,Athletics,515,373
1988,Men,Gold,WORTHINGTON Jeff,United States,Athletics,515,373
1988,Men,Silver,CORDUKES Richard,Australia,Athletics,364,373
1988,Men,Silver,DESANTO Michael,Australia,Athletics,364,373
1988,Men,Silver,DUFTY Alan,Australia,Athletics,364,373
1988,Men,Silver,VALLELONGA Vincenzo,Australia,Athletics,364,373
1988,Men,Bronze,DE VIDI Alvise,Italy,Athletics,128,373
1988,Men,Bronze,ADDARIS Carmelo,Italy,Athletics,128,373
1988,Men,Bronze,MAISTO Gennaro,Italy,Athletics,128,373
1988,Men,Bronze,ROSSI Rodolfo,Italy,Athletics,128,373
1988,Men,Gold,LOWE Adrian,Australia,Athletics,364,373
1988,Men,Gold,NUGENT Rodney,Australia,Athletics,364,373
1988,Men,Gold,PARSONS Nigel,Australia,Athletics,364,373
1988,Men,Gold,SMART Jason,Australia,Athletics,364,373
1988,Men,Silver,QIN Zhongxing,China,Athletics,408,373
1988,Men,Silver,QIU Xuewen,China,Athletics,408,373
1988,Men,Silver,SUN Chang Ting,China,Athletics,408,373
1988,Men,Silver,YANG Shaomin,China,Athletics,408,373
1988,Men,Bronze,ALSUP Ronnie,United States,Athletics,515,373
1988,Men,Bronze,BULOW Matthew,United States,Athletics,515,373
1988,Men,Bronze,HOANG Rick,United States,Athletics,515,373
1988,Men,Bronze,OEHLER Dennis,United States,Athletics,515,373
1988,Men,Gold,HONG Duk Kwun,South Korea,Athletics,231,373
1988,Men,Gold,KANG Sung Kook,South Korea,Athletics,231,373
1988,Men,Gold,SON Hoon,South Korea,Athletics,231,373
1988,Men,Gold,SONG Soon Dal,South Korea,Athletics,231,373
1988,Men,Silver,DIETZ Thomas,United States,Athletics,515,373
1988,Men,Silver,PITTMAN Keith,United States,Athletics,515,373
1988,Men,Silver,ROW Scott,United States,Athletics,515,373
1988,Men,Silver,TAYLOR Gregoy,United States,Athletics,515,373
1988,Men,Bronze,CHAN Shing Chung,Hong Kong,Athletics,105,373
1988,Men,Bronze,CHAN Wai Hung,Hong Kong,Athletics,105,373
1988,Men,Bronze,CHANG Siu Hung,Hong Kong,Athletics,105,373
1988,Men,Bronze,CHEUNG Yiu Cheung,Hong Kong,Athletics,105,373
1988,Men,Gold,FIGL Robert,West Germany,Athletics,156,373
1988,Men,Gold,GOLOMBEK Gregor,West Germany,Athletics,156,373
1988,Men,Gold,MARKLEIN Errol,West Germany,Athletics,156,373
1988,Men,Gold,PETERSEN Wolfgang,West Germany,Athletics,156,373
1988,Men,Silver,HONG Duk,South Korea,Athletics,231,373
1988,Men,Silver,Ho,South Korea,Athletics,231,373
1988,Men,Silver,KIM Byung Woo,South Korea,Athletics,231,373
1988,Men,Silver,LEE Bong Ho,South Korea,Athletics,231,373
1988,Men,Silver,YU Min Ho,South Korea,Athletics,231,373
1988,Men,Bronze,COURTNEY Robert,United States,Athletics,515,373
1988,Men,Bronze,EPPERSON Frank,United States,Athletics,515,373
1988,Men,Bronze,GIBSON Bob,United States,Athletics,515,373
1988,Men,Bronze,YILLA Abu,United States,Athletics,515,373
1988,Men,Gold,DODSON Bart,United States,Athletics,515,373
1988,Men,Gold,MONROE Russ,United States,Athletics,515,373
1988,Men,Gold,WORTHINGTON Jeff,United States,Athletics,515,373
1988,Men,Gold,YOUNG Dylan,United States,Athletics,515,373
1988,Men,Silver,JOGGI Daniel,Switzerland,Athletics,63,373
1988,Men,Silver,KUESCHALL Rainer,Switzerland,Athletics,63,373
1988,Men,Silver,SCHMID Peter,Switzerland,Athletics,63,373
1988,Men,Silver,WALTER Eric,Switzerland,Athletics,63,373
1988,Men,Bronze,CORDUKES Richard,Australia,Athletics,364,373
1988,Men,Bronze,DESANTO Michael,Australia,Athletics,364,373
1988,Men,Bronze,DUFTY Alan,Australia,Athletics,364,373
1988,Men,Bronze,VALLELONGA Vincenzo,Australia,Athletics,364,373
1988,Men,Gold,FIGL Robert,West Germany,Athletics,156,373
1988,Men,Gold,GOLOMBEK Gregor,West Germany,Athletics,156,373
1988,Men,Gold,MARKLEIN Errol,West Germany,Athletics,156,373
1988,Men,Gold,PETERSEN Wolfgang,West Germany,Athletics,156,373
1988,Men,Silver,NIETLISPACH Franz,Switzerland,Athletics,63,373
1988,Men,Silver,CAVICCHIA Vince,Switzerland,Athletics,63,373
1988,Men,Silver,MULLER Guido,Switzerland,Athletics,63,373
1988,Men,Silver,SCHEIDEGGER Urs,Switzerland,Athletics,63,373
1988,Men,Bronze,HONG Duk,South Korea,Athletics,231,373
1988,Men,Bronze,Ho,South Korea,Athletics,231,373
1988,Men,Bronze,KIM Byung Woo,South Korea,Athletics,231,373
1988,Men,Bronze,LEE Bong Ho,South Korea,Athletics,231,373
1988,Men,Bronze,YU Hee Sang,South Korea,Athletics,231,373
1988,Men,Gold,LOWE Adrian,Australia,Athletics,364,373
1988,Men,Gold,NUGENT Rodney,Australia,Athletics,364,373
1988,Men,Gold,O'SULLIVAN Andrew,Australia,Athletics,364,373
1988,Men,Gold,PARSONS Nigel,Australia,Athletics,364,373
1988,Men,Silver,QIN Zhongxing,China,Athletics,408,373
1988,Men,Silver,QIU Xuewen,China,Athletics,408,373
1988,Men,Silver,SUN Chang Ting,China,Athletics,408,373
1988,Men,Silver,WANG Hui Yun,China,Athletics,408,373
1988,Men,Bronze,BERG Matthias,West Germany,Athletics,156,373
1988,Men,Bronze,BUCHIN Max,West Germany,Athletics,156,373
1988,Men,Bronze,HECKER Axel,West Germany,Athletics,156,373
1988,Men,Bronze,JOHANN Jurgen,West Germany,Athletics,156,373
1988,Men,Gold,FIGL Robert,West Germany,Athletics,156,373
1988,Men,Gold,GOLOMBEK Gregor,West Germany,Athletics,156,373
1988,Men,Gold,PETERSEN Wolfgang,West Germany,Athletics,156,373
1988,Men,Gold,WINFRIED Sigg,West Germany,Athletics,156,373
1988,Men,Silver,NIETLISPACH Franz,Switzerland,Athletics,63,373
1988,Men,Silver,BERSET Jean-Marc,Switzerland,Athletics,63,373
1988,Men,Silver,MULLER Guido,Switzerland,Athletics,63,373
1988,Men,Silver,SCHEIDEGGER Urs,Switzerland,Athletics,63,373
1988,Men,Bronze,CARPENTER Phil,United States,Athletics,515,373
1988,Men,Bronze,COURTNEY Robert,United States,Athletics,515,373
1988,Men,Bronze,IBARRA Rafael,United States,Athletics,515,373
1988,Men,Bronze,TRIJILLO Mike,United States,Athletics,515,373
1988,Women,Gold,PORCELLATO Francesca,Italy,Athletics,128,133
1988,Women,Gold,BALSAMO Milena,Italy,Athletics,128,133
1988,Women,Gold,BULLERI Sabrina,Italy,Athletics,128,133
1988,Women,Gold,VARANO Tina,Italy,Athletics,128,133
1988,Women,Silver,DRISCOLL Jean,United States,Athletics,515,133
1988,Women,Silver,DURKIN Patricia,United States,Athletics,515,133
1988,Women,Silver,GRAHAM Kristine,United States,Athletics,515,133
1988,Women,Silver,RAMSEY Charla,United States,Athletics,515,133
1988,Women,Bronze,WONG Mei Lan,Hong Kong,Athletics,105,133
1988,Women,Bronze,CHAN Kam Tim,Hong Kong,Athletics,105,133
1988,Women,Bronze,CHO Ping,Hong Kong,Athletics,105,133
1988,Women,Bronze,NG Kam Mui,Hong Kong,Athletics,105,133
1988,Women,Gold,DRISCOLL Jean,United States,Athletics,515,133
1988,Women,Gold,CABLE-BROOKS Candace,United States,Athletics,515,133
1988,Women,Gold,DURKIN Patricia,United States,Athletics,515,133
1988,Women,Gold,ZAJAC Brenda,United States,Athletics,515,133
1988,Women,Silver,GARCIA ESTRADA Dora Elia,Mexico,Athletics,20,133
1988,Women,Silver,CASTRO Araceli,Mexico,Athletics,20,133
1988,Women,Silver,SOTO Juana,Mexico,Athletics,20,133
1988,Women,Silver,VAZQUEZ Cecilia,Mexico,Athletics,20,133
1988,Women,Bronze,PORCELLATO Francesca,Italy,Athletics,128,133
1988,Women,Bronze,BALSAMO Milena,Italy,Athletics,128,133
1988,Women,Bronze,BULLERI Sabrina,Italy,Athletics,128,133
1988,Women,Bronze,POZZOBON Cinzia,Italy,Athletics,128,133
1988,Women,Gold,CABLE-BROOKS Candace,United States,Athletics,515,133
1988,Women,Gold,RAMSEY Sherry Ann,United States,Athletics,515,133
1988,Women,Gold,WALTERS Ann,United States,Athletics,515,133
1988,Women,Gold,ZAJAC Brenda,United States,Athletics,515,133
1988,Women,Silver,MCINTYRE Deahnne,Australia,Athletics,364,133
1988,Women,Silver,RUSSELL Julie,Australia,Athletics,364,133
1988,Women,Silver,JONES Meredith,Australia,Athletics,364,133
1988,Women,Silver,MCLELLAN Yvette,Australia,Athletics,364,133
1988,Women,Bronze,PORCELLATO Francesca,Italy,Athletics,128,133
1988,Women,Bronze,BALSAMO Milena,Italy,Athletics,128,133
1988,Women,Bronze,POZZOBON Cinzia,Italy,Athletics,128,133
1988,Women,Bronze,VARANO Tina,Italy,Athletics,128,133
1988,Mixed,Gold,BOLAND David,Ireland,Athletics,22,12
1988,Mixed,Gold,COSTELLO Martin,Ireland,Athletics,22,12
1988,Mixed,Gold,GALLAGHER Lorraine,Ireland,Athletics,22,12
1988,Mixed,Gold,JORDAN Darrin,Ireland,Athletics,22,12
1988,Mixed,Silver,OSBORN David,United States,Athletics,515,12
1988,Mixed,Silver,JONAS Lee,United States,Athletics,515,12
1988,Mixed,Silver,LAING Phillip,United States,Athletics,515,12
1988,Mixed,Silver,RIVERA Rene,United States,Athletics,515,12
1988,Mixed,Bronze,BONE Jamie,Canada,Athletics,233,12
1988,Mixed,Bronze,LAVALLEE Andre,Canada,Athletics,233,12
