year,gender,medal,athlete,country,type,medal_count,athlete_count
2004,Men,Bronze,POLLOCK Jonathan,United Kingdom,Basketball,321,408
2004,Men,Bronze,PRICE Colin,United Kingdom,Basketball,321,408
2004,Men,Bronze,THOMAS Sinclair,United Kingdom,Basketball,321,408
2004,Women,Gold,CISNEROS Patricia,United States,Basketball,515,203
2004,Women,Gold,CRAWFORD Janna,United States,Basketball,515,203
2004,Women,Gold,HOFFMAN Carlee,United States,Basketball,515,203
2004,Women,Gold,HOSKINS Emily,United States,Basketball,515,203
2004,Women,Gold,HOWITTT Jennifer,United States,Basketball,515,203
2004,Women,Gold,KATZ Susan,United States,Basketball,515,203
2004,Women,Gold,LANNON Teresa,United States,Basketball,515,203
2004,Women,Gold,RIPP Christina,United States,Basketball,515,203
2004,Women,Gold,STUMP Jana,United States,Basketball,515,203
2004,Women,Gold,TYREE Renee,United States,Basketball,515,203
2004,Women,Gold,WARKINS Jennifer,United States,Basketball,515,203
2004,Women,Gold,WHEELER Stephanie,United States,Basketball,515,203
2004,Women,Silver,CHAFFEY Lisa,Australia,Basketball,364,203
2004,Women,Silver,CHAPLIN Shelley,Australia,Basketball,364,203
2004,Women,Silver,COGHLAN Paula,Australia,Basketball,364,203
2004,Women,Silver,DOMASCHENZ Melanie,Australia,Basketball,364,203
2004,Women,Silver,FARRELL Karen,Australia,Basketball,364,203
2004,Women,Silver,GAUCI Kylie,Australia,Basketball,364,203
2004,Women,Silver,MCKENZIE Tina,Australia,Basketball,364,203
2004,Women,Silver,MOSELY Alison,Australia,Basketball,364,203
2004,Women,Silver,SACHS Jane,Australia,Basketball,364,203
2004,Women,Silver,STEWART Sarah,Australia,Basketball,364,203
2004,Women,Silver,TESCH Liesl,Australia,Basketball,364,203
2004,Women,Silver,YOUNG Melinda,Australia,Basketball,364,203
2004,Women,Bronze,FERGUSON Theresa Lynne,Canada,Basketball,233,203
2004,Women,Bronze,ABBOTT Marni,Canada,Basketball,233,203
2004,Women,Bronze,BENOIT Chantal,Canada,Basketball,233,203
2004,Women,Bronze,GOLDEN Shira,Canada,Basketball,233,203
2004,Women,Bronze,KREMPIEN Jennifer,Canada,Basketball,233,203
2004,Women,Bronze,KUTROWSKI Linda,Canada,Basketball,233,203
2004,Women,Bronze,MCNENEY Arley,Canada,Basketball,233,203
2004,Women,Bronze,OHAMA Kendra,Canada,Basketball,233,203
2004,Women,Bronze,PEERS Danielle,Canada,Basketball,233,203
2004,Women,Bronze,PETTINICCHI Sabrina,Canada,Basketball,233,203
2004,Women,Bronze,RADKE Lori,Canada,Basketball,233,203
2004,Women,Bronze,TRITTEN Karla,Canada,Basketball,233,203
2008,Men,Gold,ALCOTT Dylan,Australia,Basketball,364,295
2008,Men,Gold,DOWLER Brendan,Australia,Basketball,364,295
2008,Men,Gold,EVESON Justin,Australia,Basketball,364,295
2008,Men,Gold,HARTNETT Michael,Australia,Basketball,364,295
2008,Men,Gold,KING Adrian,Australia,Basketball,364,295
2008,Men,Gold,KNOWLES Tristan,Australia,Basketball,364,295
2008,Men,Gold,MIZENS Grant,Australia,Basketball,364,295
2008,Men,Gold,NESS Brad,Australia,Basketball,364,295
2008,Men,Gold,NORRIS Shaun,Australia,Basketball,364,295
2008,Men,Gold,SACHS Troy,Australia,Basketball,364,295
2008,Men,Gold,SIMMONS Tige,Australia,Basketball,364,295
2008,Men,Gold,STIBNERS Brett,Australia,Basketball,364,295
2008,Men,Silver,ANDERSON Patrick,Canada,Basketball,233,295
2008,Men,Silver,BORISOFF Jaimie,Canada,Basketball,233,295
2008,Men,Silver,DINI Abditatch,Canada,Basketball,233,295
2008,Men,Silver,DUREPOS David,Canada,Basketball,233,295
2008,Men,Silver,ENG David,Canada,Basketball,233,295
2008,Men,Silver,HEDGES Robert,Canada,Basketball,233,295
2008,Men,Silver,JOHNSON Joey,Canada,Basketball,233,295
2008,Men,Silver,LANCIA Adam,Canada,Basketball,233,295
2008,Men,Silver,NORTON Ross,Canada,Basketball,233,295
2008,Men,Silver,PETER Richard,Canada,Basketball,233,295
2008,Men,Silver,ROUILLARD Yvon,Canada,Basketball,233,295
2008,Men,Silver,STOUTENBERG Chris,Canada,Basketball,233,295
2008,Men,Bronze,BESTWICK Joseph,United Kingdom,Basketball,321,295
2008,Men,Bronze,BLAKE Andrew,United Kingdom,Basketball,321,295
2008,Men,Bronze,BROWN Simon,United Kingdom,Basketball,321,295
2008,Men,Bronze,BYRNE Matthew,United Kingdom,Basketball,321,295
2008,Men,Bronze,BYWATER Terence,United Kingdom,Basketball,321,295
2008,Men,Bronze,FINBOW Peter,United Kingdom,Basketball,321,295
2008,Men,Bronze,HALL Jonathan,United Kingdom,Basketball,321,295
2008,Men,Bronze,HAYES Kevin,United Kingdom,Basketball,321,295
2008,Men,Bronze,JAMA Abdillah,United Kingdom,Basketball,321,295
2008,Men,Bronze,MUNN Simon,United Kingdom,Basketball,321,295
2008,Men,Bronze,OROGBEMI Ade,United Kingdom,Basketball,321,295
2008,Men,Bronze,POLLOCK Jon,United Kingdom,Basketball,321,295
2008,Women,Gold,CASTLE Sarah,United States,Basketball,515,148
2008,Women,Gold,NICHOLS Alana,United States,Basketball,515,148
2008,Women,Gold,CISNEROS Patty,United States,Basketball,515,148
2008,Women,Gold,GONZALES Loraine,United States,Basketball,515,148
2008,Women,Gold,HOFFMAN Carlee,United States,Basketball,515,148
2008,Women,Gold,HOSKINS Emily,United States,Basketball,515,148
2008,Women,Gold,MILFORD Mary Allison,United States,Basketball,515,148
2008,Women,Gold,MURRAY Becca,United States,Basketball,515,148
2008,Women,Gold,RIPP Christina,United States,Basketball,515,148
2008,Women,Gold,RUDDELL Jen,United States,Basketball,515,148
2008,Women,Gold,SCHNEIDER Natalie,United States,Basketball,515,148
2008,Women,Gold,WHEELER Stephanie,United States,Basketball,515,148
2008,Women,Silver,BEHRENS Alke,Germany,Basketball,348,148
2008,Women,Silver,BUTTERBRODT Maren,Germany,Basketball,348,148
2008,Women,Silver,KAHL Annette,Germany,Basketball,348,148
2008,Women,Silver,KAUTZ Britta,Germany,Basketball,348,148
2008,Women,Silver,KUES Simone,Germany,Basketball,348,148
2008,Women,Silver,MEITNER Birgit,Germany,Basketball,348,148
2008,Women,Silver,MOHNEN Marina,Germany,Basketball,348,148
2008,Women,Silver,MULLER Edina,Germany,Basketball,348,148
2008,Women,Silver,SCHRATZ Nora,Germany,Basketball,348,148
2008,Women,Silver,SCHUNEMANN Gesche,Germany,Basketball,348,148
2008,Women,Silver,SEIFERT Nicole,Germany,Basketball,348,148
2008,Women,Silver,ZEYEN Annika,Germany,Basketball,348,148
2008,Women,Bronze,BURZYNSKI Clare,Australia,Basketball,364,148
2008,Women,Bronze,CHAPLIN Shelley,Australia,Basketball,364,148
2008,Women,Bronze,CRISPIN Cobi,Australia,Basketball,364,148
2008,Women,Bronze,DOMASCHENZ Melanie,Australia,Basketball,364,148
2008,Women,Bronze,GAUCI Kylie,Australia,Basketball,364,148
2008,Women,Bronze,HALL Melanie,Australia,Basketball,364,148
2008,Women,Bronze,HILL Katie,Australia,Basketball,364,148
2008,Women,Bronze,KEAN Bridie,Australia,Basketball,364,148
2008,Women,Bronze,MCKENZIE Tina,Australia,Basketball,364,148
2008,Women,Bronze,O'KELLY-KENNEDY Kathleen,Australia,Basketball,364,148
2008,Women,Bronze,STEWART Sarah,Australia,Basketball,364,148
2008,Women,Bronze,TESCH Liesl,Australia,Basketball,364,148
2012,Men,Gold,ANDERSON Patrick,Canada,Basketball,233,293
2012,Men,Gold,DINI Abdi,Canada,Basketball,233,293
2012,Men,Gold,DUREPOS Dave,Canada,Basketball,233,293
2012,Men,Gold,ENG David,Canada,Basketball,233,293
2012,Men,Gold,HEDGES Bo,Canada,Basketball,233,293
2012,Men,Gold,JASSMAN Chad,Canada,Basketball,233,293
2012,Men,Gold,JOHNSON Joey,Canada,Basketball,233,293
2012,Men,Gold,LANCIA Adam,Canada,Basketball,233,293
2012,Men,Gold,MILLER Tyler,Canada,Basketball,233,293
2012,Men,Gold,PETER Richard,Canada,Basketball,233,293
2012,Men,Gold,ROUILLARD Yvon,Canada,Basketball,233,293
2012,Men,Gold,WAGNER Brandon,Canada,Basketball,233,293
2012,Men,Silver,ALCOTT Dylan,Australia,Basketball,364,293
2012,Men,Silver,BLAIR Jannik,Australia,Basketball,364,293
2012,Men,Silver,EVESON Justin,Australia,Basketball,364,293
2012,Men,Silver,HARTNETT Michael,Australia,Basketball,364,293
2012,Men,Silver,KNOWLES Tristan,Australia,Basketball,364,293
2012,Men,Silver,LATHAM Bill,Australia,Basketball,364,293
2012,Men,Silver,MIZENS Grant,Australia,Basketball,364,293
2012,Men,Silver,NESS Brad,Australia,Basketball,364,293
2012,Men,Silver,NORRIS Shaun,Australia,Basketball,364,293
2012,Men,Silver,SIMMONS Tige,Australia,Basketball,364,293
2012,Men,Silver,STIBNERS Brett,Australia,Basketball,364,293
2012,Men,Silver,TAYLOR Nick,Australia,Basketball,364,293
2012,Men,Bronze,BARBER Eric,United States,Basketball,515,293
2012,Men,Bronze,CHAMBERS Joseph,United States,Basketball,515,293
2012,Men,Bronze,HINZE Nate,United States,Basketball,515,293
2012,Men,Bronze,JENIFER Trevon,United States,Basketball,515,293
2012,Men,Bronze,LADE Jeremy,United States,Basketball,515,293
2012,Men,Bronze,LYNCH Ian,United States,Basketball,515,293
2012,Men,Bronze,NELMS Jason,United States,Basketball,515,293
2012,Men,Bronze,SCHULTE Paul,United States,Basketball,515,293
2012,Men,Bronze,SCOTT Matt,United States,Basketball,515,293
2012,Men,Bronze,SERIO Steven,United States,Basketball,515,293
2012,Men,Bronze,TUREK Joshua,United States,Basketball,515,293
2012,Men,Bronze,WALLER William,United States,Basketball,515,293
2012,Men,Gold,ADERMANN Mareike,Germany,Basketball,348,293
2012,Men,Gold,BREUER Annabel,Germany,Basketball,348,293
2012,Men,Gold,BRIESSMANN Annegret,Germany,Basketball,348,293
2012,Men,Gold,DILLMANN Britt,Germany,Basketball,348,293
2012,Men,Gold,FRIEDRICH Heike,Germany,Basketball,348,293
2012,Men,Gold,KUHN Maria,Germany,Basketball,348,293
2012,Men,Gold,LINDHOLM Maya,Germany,Basketball,348,293
2012,Men,Gold,MOHNEN Marina,Germany,Basketball,348,293
2012,Men,Gold,MULLER Edina,Germany,Basketball,348,293
2012,Men,Gold,SCHUNEMANN Gesche,Germany,Basketball,348,293
2012,Men,Gold,WELIN Johanna,Germany,Basketball,348,293
2012,Men,Gold,ZEYEN Annika,Germany,Basketball,348,293
2012,Men,Silver,CARTER Amanda,Australia,Basketball,364,293
2012,Men,Silver,CHAPLIN Shelley,Australia,Basketball,364,293
2012,Men,Silver,CRISPIN Cobi,Australia,Basketball,364,293
2012,Men,Silver,DEL TOSO Leanne,Australia,Basketball,364,293
2012,Men,Silver,GAUCI Kylie,Australia,Basketball,364,293
2012,Men,Silver,HILL Katie,Australia,Basketball,364,293
2012,Men,Silver,KEAN Bridie,Australia,Basketball,364,293
2012,Men,Silver,MCKENZIE Tina,Australia,Basketball,364,293
2012,Men,Silver,MERRITT Amber,Australia,Basketball,364,293
2012,Men,Silver,NOTT Clare,Australia,Basketball,364,293
2012,Men,Silver,STEWART Sarah,Australia,Basketball,364,293
2012,Men,Silver,VINCI Sarah,Australia,Basketball,364,293
2012,Men,Bronze,VAN BERGEN Barbara,Netherlands,Basketball,209,293
2012,Men,Bronze,BEIJER Mariska,Netherlands,Basketball,209,293
2012,Men,Bronze,DE ROOIJ-VERSLOOT Carolina,Netherlands,Basketball,209,293
2012,Men,Bronze,GARNIER Petra,Netherlands,Basketball,209,293
2012,Men,Bronze,HOUWEN Lucie,Netherlands,Basketball,209,293
2012,Men,Bronze,HUITZING Inge,Netherlands,Basketball,209,293
2012,Men,Bronze,KORVER Cher,Netherlands,Basketball,209,293
2012,Men,Bronze,OOSTERBAAN Roos,Netherlands,Basketball,209,293
2012,Men,Bronze,PRONK Saskia,Netherlands,Basketball,209,293
2012,Men,Bronze,TIMMERMAN Sanne,Netherlands,Basketball,209,293
2012,Men,Bronze,VISSER Jitske,Netherlands,Basketball,209,293
2012,Men,Bronze,WEVERS Miranda,Netherlands,Basketball,209,293
2016,Men,Gold,HINZE Nate,United States,Basketball,515,268
2016,Men,Gold,JENIFER Trevon,United States,Basketball,515,268
2016,Men,Gold,LYNCH Ian,United States,Basketball,515,268
2016,Men,Gold,PAYE Mike,United States,Basketball,515,268
2016,Men,Gold,SCOTT Matt,United States,Basketball,515,268
2016,Men,Gold,SERIO Steve,United States,Basketball,515,268
2016,Men,Gold,TUREK Joshua,United States,Basketball,515,268
2016,Men,Gold,ARAMBULA Jared,United States,Basketball,515,268
2016,Men,Gold,BELL Brian,United States,Basketball,515,268
2016,Men,Gold,GILBERT John,United States,Basketball,515,268
2016,Men,Gold,GOUGE Aaron,United States,Basketball,515,268
2016,Men,Gold,WILLIAMS Jake,United States,Basketball,515,268
2016,Men,Silver,GARCIA Asier,Spain,Basketball,158,268
2016,Men,Silver,LLAMBI Jaume,Spain,Basketball,158,268
2016,Men,Silver,MOURIZ David,Spain,Basketball,158,268
2016,Men,Silver,ROMERO Jesus,Spain,Basketball,158,268
2016,Men,Silver,SANCHEZ Francisco Javier,Spain,Basketball,158,268
2016,Men,Silver,ZARZUELA Alejandro,Spain,Basketball,158,268
2016,Men,Silver,STIX Daniel,Spain,Basketball,158,268
2016,Men,Silver,VERA Carlos,Spain,Basketball,158,268
2016,Men,Silver,RUIZ Jordi,Spain,Basketball,158,268
2016,Men,Silver,ZARZUELA Pablo,Spain,Basketball,158,268
2016,Men,Silver,DIALLO Amadou Tijane,Spain,Basketball,158,268
2016,Men,Silver,ALEJOS Agustin,Spain,Basketball,158,268
2016,Men,Bronze,BROWN Simon,United Kingdom,Basketball,321,268
2016,Men,Bronze,BYWATER Terry,United Kingdom,Basketball,321,268
2016,Men,Bronze,CHOUDHRY Gaz,United Kingdom,Basketball,321,268
2016,Men,Bronze,JAMA Abdi,United Kingdom,Basketball,321,268
2016,Men,Bronze,MUNN Simon,United Kingdom,Basketball,321,268
2016,Men,Bronze,OROGBEMI Ade,United Kingdom,Basketball,321,268
2016,Men,Bronze,SAGAR Ian,United Kingdom,Basketball,321,268
2016,Men,Bronze,MARSH Kyle,United Kingdom,Basketball,321,268
2016,Men,Bronze,WARBURTON Gregg,United Kingdom,Basketball,321,268
2016,Men,Bronze,BROWN Harry,United Kingdom,Basketball,321,268
2016,Men,Bronze,PRATT Phil,United Kingdom,Basketball,321,268
2016,Men,Bronze,MANNING Lee,United Kingdom,Basketball,321,268
2016,Men,Gold,SCHWAB Christina,United States,Basketball,515,268
2016,Men,Gold,HOLLERMANN Rose,United States,Basketball,515,268
2016,Men,Gold,HUNTER Darlene,United States,Basketball,515,268
2016,Men,Gold,MURRAY Rebecca,United States,Basketball,515,268
2016,Men,Gold,POIST Jennifer,United States,Basketball,515,268
2016,Men,Gold,SCHNEIDER Natalie,United States,Basketball,515,268
2016,Men,Gold,SOLDAN Mackenzie,United States,Basketball,515,268
2016,Men,Gold,BLUNK Megan,United States,Basketball,515,268
2016,Men,Gold,DUNKIN Abigail,United States,Basketball,515,268
2016,Men,Gold,ERSKINE Vanessa,United States,Basketball,515,268
2016,Men,Gold,GAENG Gail,United States,Basketball,515,268
2016,Men,Gold,MILLER Desiree,United States,Basketball,515,268
2016,Men,Silver,MILLER Mareike,Germany,Basketball,348,268
2016,Men,Silver,BREUER Annabel,Germany,Basketball,348,268
2016,Men,Silver,KUES Simone,Germany,Basketball,348,268
2016,Men,Silver,LINDHOLM Maya,Germany,Basketball,348,268
2016,Men,Silver,MOHNEN Marina,Germany,Basketball,348,268
2016,Men,Silver,SCHUNEMANN Gesche,Germany,Basketball,348,268
2016,Men,Silver,WELIN Johanna,Germany,Basketball,348,268
2016,Men,Silver,ZEYEN Annika,Germany,Basketball,348,268
2016,Men,Silver,BRIESSMANN Annegrit,Germany,Basketball,348,268
2016,Men,Silver,FURST Laura,Germany,Basketball,348,268
2016,Men,Silver,GROSS Barbara,Germany,Basketball,348,268
2016,Men,Silver,PATZWALD Anne,Germany,Basketball,348,268
2016,Men,Bronze,VAN BERGEN Barbara,Netherlands,Basketball,209,268
2016,Men,Bronze,BEIJER Mariska,Netherlands,Basketball,209,268
2016,Men,Bronze,HOUWEN Lucie,Netherlands,Basketball,209,268
2016,Men,Bronze,HUITZING Inge,Netherlands,Basketball,209,268
2016,Men,Bronze,KORVER Cher,Netherlands,Basketball,209,268
2016,Men,Bronze,OOSTERBAAN Roos,Netherlands,Basketball,209,268
2016,Men,Bronze,TIMMERMAN Sanne,Netherlands,Basketball,209,268
2016,Men,Bronze,VAN LEEUWEN Evelyn,Netherlands,Basketball,209,268
2016,Men,Bronze,DE ROOIJ Carina,Netherlands,Basketball,209,268
2016,Men,Bronze,VISSER Jitske,Netherlands,Basketball,209,268
2016,Men,Bronze,ARTS Ilse,Netherlands,Basketball,209,268
2016,Men,Bronze,KRAMER Bo,Netherlands,Basketball,209,268
1980,Men,Gold,,France,Fencing,458,249
1980,Men,Silver,,United Kingdom,Fencing,321,249
1980,Men,Bronze,,West Germany,Fencing,156,249
1980,Men,Gold,,France,Fencing,458,249
1980,Men,Silver,,West Germany,Fencing,156,249
1980,Men,Bronze,,United Kingdom,Fencing,321,249
1980,Men,Gold,CARALIE J.,France,Fencing,458,249
1980,Men,Gold,M.,France,Fencing,458,249
1980,Men,Gold,HENNAERT Andre,France,Fencing,458,249
1980,Men,Gold,LACHAUD Christian,France,Fencing,458,249
1980,Men,Gold,PLANCHON C.,France,Fencing,458,249
1980,Men,Silver,KELLY M.,United Kingdom,Fencing,321,249
1980,Men,Silver,KILLEN T.,United Kingdom,Fencing,321,249
1980,Men,Silver,WARDLE H.,United Kingdom,Fencing,321,249
1980,Men,Silver,WILLETT T.,United Kingdom,Fencing,321,249
1980,Men,Bronze,LOI Vittorio,Italy,Fencing,128,249
1980,Men,Bronze,MOLINARI Renzo,Italy,Fencing,128,249
1980,Men,Bronze,PECCHENINO Germano,Italy,Fencing,128,249
1980,Men,Bronze,VENTURI Oliver,Italy,Fencing,128,249
1980,Women,Gold,BOURGAIN Josette,France,Fencing,458,115
1980,Women,Gold,LEMOINE Therese,France,Fencing,458,115
1980,Women,Gold,SICLIS Monique,France,Fencing,458,115
1980,Women,Silver,MALCHAN Ayala,Israel,Fencing,58,115
1980,Women,Silver,PERETZ Margalit,Israel,Fencing,58,115
1980,Women,Silver,LEVY Chemda,Israel,Fencing,58,115
1980,Women,Silver,TASSA Rachel,Israel,Fencing,58,115
1980,Women,Bronze,BAREGGIE Gabriella,Italy,Fencing,128,115
1980,Women,Bronze,MONACO Irene,Italy,Fencing,128,115
1980,Women,Bronze,SICARI Rosa,Italy,Fencing,128,115
1984,Men,Gold,,France,Fencing,458,235
1984,Men,Silver,,West Germany,Fencing,156,235
1984,Men,Bronze,,Hong Kong,Fencing,105,235
1984,Men,Gold,,France,Fencing,458,235
1984,Men,Silver,ALFIERI Giuseppe,Italy,Fencing,128,235
1984,Men,Silver,MARTELLI Giulio,Italy,Fencing,128,235
1984,Men,Silver,SCARSELLA Pierino,Italy,Fencing,128,235
1984,Men,Silver,ZONGHI Luigi,Italy,Fencing,128,235
1984,Men,Bronze,,United Kingdom,Fencing,321,235
1984,Men,Gold,,France,Fencing,458,235
1984,Men,Silver,ALFIERI Giuseppe,Italy,Fencing,128,235
1984,Men,Silver,DE BENEDETTISSCARSELLA Pierino,Italy,Fencing,128,235
1984,Men,Bronze,,United Kingdom,Fencing,321,235
1984,Women,Gold,,France,Fencing,458,79
1984,Women,Silver,MALCHAN-KATZ Ayala,Israel,Fencing,58,79
1984,Women,Silver,PERETZ Margalit,Israel,Fencing,58,79
1984,Women,Silver,LEVY Chemda,Israel,Fencing,58,79
1984,Women,Bronze,,Hong Kong,Fencing,105,79
1988,Men,Gold,BARTMANN Uwe,West Germany,Fencing,156,373
1988,Men,Gold,LEICHT Dieter,West Germany,Fencing,156,373
1988,Men,Gold,LIPINSKI Wilfried,West Germany,Fencing,156,373
1988,Men,Silver,BELLANCE Arthur,France,Fencing,458,373
1988,Men,Silver,BESSEICHE Serge,France,Fencing,458,373
1988,Men,Silver,CITERNE Robert,France,Fencing,458,373
1988,Men,Bronze,CECCANTI Soriano,Italy,Fencing,128,373
1988,Men,Bronze,LERRE Ernesto,Italy,Fencing,128,373
1988,Men,Bronze,LOA Carlo,Italy,Fencing,128,373
1988,Men,Bronze,ZONGHI Luigi,Italy,Fencing,128,373
1988,Men,Gold,BELLANCE Arthur,France,Fencing,458,373
1988,Men,Gold,HENNAERT Andre,France,Fencing,458,373
1988,Men,Gold,PACAULT Yvon,France,Fencing,458,373
1988,Men,Silver,KEMPF Wolfgang,West Germany,Fencing,156,373
1988,Men,Silver,LEICHT Dieter,West Germany,Fencing,156,373
1988,Men,Silver,SPIESS Guenter,West Germany,Fencing,156,373
1988,Men,Bronze,ALFIERI Giuseppe,Italy,Fencing,128,373
1988,Men,Bronze,CECCANTI Soriano,Italy,Fencing,128,373
1988,Men,Bronze,MASTROFINI Umberto,Italy,Fencing,128,373
1988,Men,Bronze,ZONGHI Luigi,Italy,Fencing,128,373
1988,Men,Gold,DURAND Pascal,France,Fencing,458,373
1988,Men,Gold,HENNAERT Andre,France,Fencing,458,373
1988,Men,Gold,PACAULT Yvon,France,Fencing,458,373
1988,Men,Silver,KEMPF Wolfgang,West Germany,Fencing,156,373
1988,Men,Silver,LIPINSKI Wilfried,West Germany,Fencing,156,373
1988,Men,Silver,MAUS Reinhold,West Germany,Fencing,156,373
1988,Men,Silver,SPIESS Guenter,West Germany,Fencing,156,373
1988,Men,Bronze,ALFIERI Giuseppe,Italy,Fencing,128,373
1988,Men,Bronze,LERRE Ernesto,Italy,Fencing,128,373
1988,Men,Bronze,MASTROFINI Umberto,Italy,Fencing,128,373
1988,Men,Bronze,SCARSELLA Pierino,Italy,Fencing,128,373
1988,Women,Gold,AOUTAR Sabbah,France,Fencing,458,133
1988,Women,Gold,DESMARETS Murielle,France,Fencing,458,133
1988,Women,Gold,LEMOINE Therese,France,Fencing,458,133
1988,Women,Gold,SEVENO Jannick,France,Fencing,458,133
1988,Women,Silver,BERTINI Mariella,Italy,Fencing,128,133
1988,Women,Silver,GIARRIZZO Rossana,Italy,Fencing,128,133
1988,Women,Silver,PRESUTTO Laura,Italy,Fencing,128,133
1988,Women,Bronze,MALCHAN-KATZ Ayala,Israel,Fencing,58,133
1988,Women,Bronze,PERETZ Margalit,Israel,Fencing,58,133
1988,Women,Bronze,LEVY Chemda,Israel,Fencing,58,133
1988,Women,Bronze,TASSA-SAID Rachel,Israel,Fencing,58,133
1992,Men,Gold,BELLANCE Arthur,France,Fencing,458,435
1992,Men,Gold,CITERNE Robert,France,Fencing,458,435
1992,Men,Gold,LACHAUD Christian,France,Fencing,458,435
1992,Men,Gold,ROSIER Jean,France,Fencing,458,435
1992,Men,Silver,BARTMANN Uwe,Germany,Fencing,348,435
1992,Men,Silver,LEICHT Dieter,Germany,Fencing,348,435
1992,Men,Silver,LIPINSKI Wilfried,Germany,Fencing,348,435
1992,Men,Silver,SCHWARZ Udo,Germany,Fencing,348,435
1992,Men,Bronze,CECCANTI Soriano,Italy,Fencing,128,435
1992,Men,Bronze,LERRE Ernesto,Italy,Fencing,128,435
1992,Men,Bronze,LOA Carlo,Italy,Fencing,128,435
1992,Men,Gold,BELLANCE Arthur,France,Fencing,458,435
1992,Men,Gold,DURAND Pascal,France,Fencing,458,435
1992,Men,Gold,HENNAERT Andre,France,Fencing,458,435
1992,Men,Gold,PACAULT Yvon,France,Fencing,458,435
1992,Men,Silver,CHAN Kam Loi,Hong Kong,Fencing,105,435
1992,Men,Silver,CHAN Sze Kit,Hong Kong,Fencing,105,435
1992,Men,Silver,KWONG Wai Ip,Hong Kong,Fencing,105,435
1992,Men,Silver,LAU Sik,Hong Kong,Fencing,105,435
1992,Men,Bronze,KEMPF Wolfgang,Germany,Fencing,348,435
1992,Men,Bronze,LEICHT Dieter,Germany,Fencing,348,435
1992,Men,Bronze,MILLER Maximilian,Germany,Fencing,348,435
1992,Men,Bronze,SPIESS Guenter,Germany,Fencing,348,435
1992,Men,Gold,DURAND Pascal,France,Fencing,458,435
1992,Men,Gold,HENNAERT Andre,France,Fencing,458,435
1992,Men,Gold,LACHAUD Christian,France,Fencing,458,435
1992,Men,Gold,PACAULT Yvon,France,Fencing,458,435
1992,Men,Silver,BARTMANN Uwe,Germany,Fencing,348,435
1992,Men,Silver,KEMPF Wolfgang,Germany,Fencing,348,435
1992,Men,Silver,LIPINSKI Wilfried,Germany,Fencing,348,435
1992,Men,Silver,SPIESS Guenter,Germany,Fencing,348,435
1992,Men,Bronze,BRADLEY Jack,United Kingdom,Fencing,321,435
1992,Men,Bronze,DAVIES Kevin,United Kingdom,Fencing,321,435
1992,Men,Bronze,DICKINSON Brian,United Kingdom,Fencing,321,435
1992,Men,Bronze,HEATON David,United Kingdom,Fencing,321,435
1992,Women,Gold,BERTINI Mariella,Italy,Fencing,128,181
1992,Women,Gold,GIARRIZZO Rossana,Italy,Fencing,128,181
1992,Women,Gold,PRESUTTO Laura,Italy,Fencing,128,181
1992,Women,Gold,TAFFONI Deborah,Italy,Fencing,128,181
1992,Women,Silver,BOURGAIN Josette,France,Fencing,458,181
1992,Women,Silver,PICOT Patricia,France,Fencing,458,181
1992,Women,Silver,SOETEMONDT Veronique,France,Fencing,458,181
1992,Women,Bronze,BAZALO Francisca,Spain,Fencing,158,181
1992,Women,Bronze,HASSEN BEY Gema Victoria,Spain,Fencing,158,181
1992,Women,Bronze,PEREZ Cristina,Spain,Fencing,158,181
1996,Men,Gold,CHEUNG Wai Leung,Hong Kong,Fencing,105,366
1996,Men,Gold,CHUI Man Fai,Hong Kong,Fencing,105,366
1996,Men,Gold,KWONG Wai Ip,Hong Kong,Fencing,105,366
1996,Men,Gold,TAI Yan Yun,Hong Kong,Fencing,105,366
1996,Men,Silver,CECCANTI Soriano,Italy,Fencing,128,366
1996,Men,Silver,LERRE Ernesto,Italy,Fencing,128,366
1996,Men,Silver,MARI Gerardo,Italy,Fencing,128,366
1996,Men,Silver,PELLEGRINI Alberto,Italy,Fencing,128,366
1996,Men,Bronze,BELLANCE Arthur,France,Fencing,458,366
1996,Men,Bronze,CITERNE Robert,France,Fencing,458,366
1996,Men,Bronze,LACHAUD Christian,France,Fencing,458,366
1996,Men,Bronze,ROSIER Jean,France,Fencing,458,366
1996,Men,Gold,CHAN Kam Loi,Hong Kong,Fencing,105,366
1996,Men,Gold,CHAN Sze Kit,Hong Kong,Fencing,105,366
1996,Men,Gold,CHEUNG Wai Leung,Hong Kong,Fencing,105,366
1996,Men,Gold,LAU Sik,Hong Kong,Fencing,105,366
1996,Men,Silver,CITERNE Robert,France,Fencing,458,366
1996,Men,Silver,DURAND Pascal,France,Fencing,458,366
1996,Men,Silver,PACAULT Yvon,France,Fencing,458,366
1996,Men,Silver,ROSIER Jean,France,Fencing,458,366
1996,Men,Bronze,ALFIERI Giuseppe,Italy,Fencing,128,366
1996,Men,Bronze,CECCANTI Soriano,Italy,Fencing,128,366
1996,Men,Bronze,PELLEGRINI Alberto,Italy,Fencing,128,366
1996,Men,Bronze,SERAFINI Alberto,Italy,Fencing,128,366
1996,Men,Gold,MORE Cyril,France,Fencing,458,366
1996,Men,Gold,DURAND Pascal,France,Fencing,458,366
1996,Men,Gold,LACHAUD Christian,France,Fencing,458,366
1996,Men,Gold,PACAULT Yvon,France,Fencing,458,366
1996,Men,Silver,CHAN Kam Loi,Hong Kong,Fencing,105,366
1996,Men,Silver,CHAN Sze Kit,Hong Kong,Fencing,105,366
