state_fips,state_name,drought_lvl,area_pct,time_range
35,New Mexico,D0,22.483825910931174,2001-2010
35,New Mexico,D1,19.00087044534413,2001-2010
35,New Mexico,D2,12.398522267206477,2001-2010
35,New Mexico,D3,9.257287449392713,2001-2010
35,New Mexico,D4,1.8330971659919026,2001-2010
35,New Mexico,None,35.02605263157894,2001-2010
36,New York,D0,9.200161943319838,2001-2010
36,New York,D1,2.0479554655870444,2001-2010
36,New York,D2,0.6589271255060729,2001-2010
36,New York,D3,0.01902834008097166,2001-2010
36,New York,D4,0.0,2001-2010
36,New York,None,88.07374493927125,2001-2010
37,North Carolina,D0,18.060991902834008,2001-2010
37,North Carolina,D1,11.805263157894737,2001-2010
37,North Carolina,D2,8.563198380566803,2001-2010
37,North Carolina,D3,5.135647773279352,2001-2010
37,North Carolina,D4,3.1472064777327935,2001-2010
37,North Carolina,None,53.28787449392713,2001-2010
38,North Dakota,D0,26.41825910931174,2001-2010
38,North Dakota,D1,15.160769230769231,2001-2010
38,North Dakota,D2,7.261356275303644,2001-2010
38,North Dakota,D3,1.515161943319838,2001-2010
38,North Dakota,D4,0.014777327935222672,2001-2010
38,North Dakota,None,49.62908906882591,2001-2010
39,Ohio,D0,13.598846153846154,2001-2010
39,Ohio,D1,4.555627530364372,2001-2010
39,Ohio,D2,1.075668016194332,2001-2010
39,Ohio,D3,0.1517408906882591,2001-2010
39,Ohio,D4,0.0,2001-2010
39,Ohio,None,80.617995951417,2001-2010
40,Oklahoma,D0,19.263846153846153,2001-2010
40,Oklahoma,D1,12.659514170040486,2001-2010
40,Oklahoma,D2,6.882530364372469,2001-2010
40,Oklahoma,D3,2.8425506072874493,2001-2010
40,Oklahoma,D4,0.5187854251012146,2001-2010
40,Oklahoma,None,57.832854251012144,2001-2010
41,Oregon,D0,23.324676113360322,2001-2010
41,Oregon,D1,14.361174089068825,2001-2010
41,Oregon,D2,13.500566801619433,2001-2010
41,Oregon,D3,4.160242914979757,2001-2010
41,Oregon,D4,0.2521052631578948,2001-2010
41,Oregon,None,44.402449392712555,2001-2010
42,Pennsylvania,D0,16.314595141700405,2001-2010
42,Pennsylvania,D1,3.7867004048583,2001-2010
42,Pennsylvania,D2,0.940161943319838,2001-2010
42,Pennsylvania,D3,0.33866396761133605,2001-2010
42,Pennsylvania,D4,0.0001214574898785425,2001-2010
42,Pennsylvania,None,78.61979757085021,2001-2010
44,Rhode Island,D0,11.662246963562753,2001-2010
44,Rhode Island,D1,6.134291497975709,2001-2010
